flight_id,flight_number,airline,std,sta,to,aircraft,aircraft_type,dep_delay,arr_delay,flight_duration,scheduled_hour,day_of_week,flight_time_minutes,hourly_flight_count,impact_score
AI2900-807,AI2900,AI,2025-08-24 07:05:26.211403,2025-08-24 10:14:25.404402,CCU,VT-A115,A330,7.44829262320145,5.448157665580371,188.98654997795393,7,6,188.98654997795393,61,31.363475143317725
SG9104-846,SG9104,SG,2025-08-24 07:05:50.759936,2025-08-24 09:01:20.912303,JAI,VT-A104,B737,0.0,0.0,115.50253944249148,7,6,115.50253944249148,61,31.363475143317725
6E7585-772,6E7585,6E,2025-08-24 07:06:49.422281,2025-08-24 08:21:13.756110,BLR,VT-A112,A321,22.05946279951089,23.525707310739847,74.40556382371622,7,6,74.40556382371622,61,31.363475143317725
SG4454-539,SG4454,SG,2025-08-24 07:07:38.640097,2025-08-24 08:08:08.077078,MAA,VT-A104,A320,2.6509724983948146,9.679609359677109,60.490616344031515,7,6,60.490616344031515,61,31.363475143317725
6E3149-927,6E3149,6E,2025-08-24 07:10:34.086427,2025-08-24 10:07:27.074408,AMD,VT-A115,A330,4.528781842764008,12.260295763579787,176.8831330186494,7,6,176.8831330186494,61,31.363475143317725
AI8013-253,AI8013,AI,2025-08-24 07:12:40.079466,2025-08-24 10:10:06.606824,IXC,VT-A101,ATR72,0.0,0.0,177.44212262897622,7,6,177.44212262897622,61,31.363475143317725
G83604-935,G83604,G8,2025-08-24 07:13:55.113086,2025-08-24 09:34:32.763318,AMD,VT-A101,ATR72,0.0,0.1774910370297082,140.62750386486093,7,6,140.62750386486093,61,31.363475143317725
G8706-24,G8706,G8,2025-08-24 07:15:12.150280,2025-08-24 08:18:57.987789,BLR,VT-A100,B777,12.534284065236413,8.400310297465884,63.763958487425796,7,6,63.763958487425796,61,31.363475143317725
6E160-99,6E160,6E,2025-08-24 07:15:48.737850,2025-08-24 08:50:55.729270,JAI,VT-A106,A321,0.16537961064305406,0.0,95.11652367035695,7,6,95.11652367035695,61,31.363475143317725
SG8604-420,SG8604,SG,2025-08-24 07:16:37.965713,2025-08-24 09:14:35.261201,PNQ,VT-A118,A320,0.0,0.0,117.9549247947827,7,6,117.9549247947827,61,31.363475143317725
I58601-288,I58601,I5,2025-08-24 07:18:26.182394,2025-08-24 08:24:53.737064,HYD,VT-A115,A320,0.0,2.4015232650664937,66.45924449777809,7,6,66.45924449777809,61,31.363475143317725
SG2785-727,SG2785,SG,2025-08-24 07:18:41.301474,2025-08-24 09:21:19.836881,PNQ,VT-A116,A330,24.45826867156059,16.512043274054925,122.64225677831539,7,6,122.64225677831539,61,31.363475143317725
UK5592-964,UK5592,UK,2025-08-24 07:18:48.829525,2025-08-24 09:14:15.534758,JAI,VT-A116,A320,8.821179513519773,15.208527071255073,115.44508721548316,7,6,115.44508721548316,61,31.363475143317725
S25711-847,S25711,S2,2025-08-24 07:19:32.718397,2025-08-24 08:47:48.459205,GOI,VT-A114,ATR72,9.825717363311753,0.0,88.2623467953555,7,6,88.2623467953555,61,31.363475143317725
UK3419-914,UK3419,UK,2025-08-24 07:19:49.579494,2025-08-24 09:26:56.749631,DEL,VT-A103,CRJ200,11.030223898932093,6.61303130421656,127.11950228350189,7,6,127.11950228350189,61,31.363475143317725
AI3859-923,AI3859,AI,2025-08-24 07:19:53.792307,2025-08-24 09:46:59.150979,AMD,VT-A114,A321,12.341791094410777,20.729118467211123,147.08931119597213,7,6,147.08931119597213,61,31.363475143317725
9W2786-642,9W2786,9W,2025-08-24 07:20:06.750361,2025-08-24 09:21:34.794818,PNQ,VT-A106,A320,15.192145929083718,9.954149786377029,121.46740762061884,7,6,121.46740762061884,61,31.363475143317725
SG164-624,SG164,SG,2025-08-24 07:21:35.133485,2025-08-24 07:51:35.133485,MAA,VT-A114,A320,0.0,0.0,30.0,7,6,30.0,61,31.363475143317725
9W3172-46,9W3172,9W,2025-08-24 07:23:04.087605,2025-08-24 09:02:03.271598,BLR,VT-A116,A330,9.670937767593983,0.0,98.98639988743712,7,6,98.98639988743712,61,31.363475143317725
SG6430-699,SG6430,SG,2025-08-24 07:26:06.700510,2025-08-24 10:31:51.088706,CCU,VT-A109,CRJ200,0.0,0.0,185.73980327216236,7,6,185.73980327216236,61,31.363475143317725
G85569-194,G85569,G8,2025-08-24 07:29:03.775004,2025-08-24 09:46:54.638057,AMD,VT-A100,A320,8.931311327916994,3.88140814841025,137.84771754318697,7,6,137.84771754318697,61,31.363475143317725
AI9786-162,AI9786,AI,2025-08-24 07:29:14.328040,2025-08-24 08:47:58.554618,MAA,VT-A111,ATR72,21.977571369216303,22.058171659377834,78.73710962536678,7,6,78.73710962536678,61,31.363475143317725
9W8063-860,9W8063,9W,2025-08-24 07:30:21.266906,2025-08-24 10:00:43.741042,BOM,VT-A110,A320,29.550755728602887,33.1134264796506,150.37456893556498,7,6,150.37456893556498,61,31.363475143317725
AI5722-445,AI5722,AI,2025-08-24 07:32:02.372929,2025-08-24 08:09:22.621428,HYD,VT-A100,B737,0.0,2.897094914494846,37.33747497897823,7,6,37.33747497897823,61,31.363475143317725
9W342-414,9W342,9W,2025-08-24 07:33:10.782456,2025-08-24 10:54:51.023701,CCU,VT-A105,B737,11.654614277356526,14.626785405255912,201.67068741546424,7,6,201.67068741546424,61,31.363475143317725
SG2315-908,SG2315,SG,2025-08-24 07:33:44.427955,2025-08-24 10:31:19.316226,CCU,VT-A111,A330,14.53364338972871,28.694548333270724,177.58147117981096,7,6,177.58147117981096,61,31.363475143317725
SG8192-334,SG8192,SG,2025-08-24 07:35:06.860310,2025-08-24 09:32:28.187379,AMD,VT-A105,A330,0.45078039063288955,12.737580446999074,117.35545114615097,7,6,117.35545114615097,61,31.363475143317725
I52464-409,I52464,I5,2025-08-24 07:35:12.678104,2025-08-24 09:54:31.098123,AMD,VT-A114,ATR72,0.0,0.0,139.30700031184477,7,6,139.30700031184477,61,31.363475143317725
SG2063-637,SG2063,SG,2025-08-24 07:35:29.351081,2025-08-24 09:51:34.156706,BOM,VT-A106,A321,3.3237654682937396,0.0,136.08009375497252,7,6,136.08009375497252,61,31.363475143317725
AI1637-204,AI1637,AI,2025-08-24 07:38:32.977225,2025-08-24 10:34:00.952517,CCU,VT-A101,A320,2.1011862478126044,7.223373623234199,175.4662548611772,7,6,175.4662548611772,61,31.363475143317725
I5830-909,I5830,I5,2025-08-24 07:39:35.226793,2025-08-24 09:08:57.594762,GOI,VT-A109,A320,12.057069913867547,10.735719813525522,89.37279947993103,7,6,89.37279947993103,61,31.363475143317725
6E9208-672,6E9208,6E,2025-08-24 07:40:53.635382,2025-08-24 09:46:47.487155,JAI,VT-A104,A321,9.513071377225614,9.7089631477461,125.89752955751209,7,6,125.89752955751209,61,31.363475143317725
SG4466-691,SG4466,SG,2025-08-24 07:42:30.495584,2025-08-24 09:35:44.748868,BLR,VT-A104,CRJ200,0.0,4.008802821774883,113.23755473669105,7,6,113.23755473669105,61,31.363475143317725
S24961-810,S24961,S2,2025-08-24 07:43:01.165122,2025-08-24 08:42:05.490345,HYD,VT-A104,B737,19.69881299464257,10.824974445511836,59.07208705483848,7,6,59.07208705483848,61,31.363475143317725
9W1535-119,9W1535,9W,2025-08-24 07:43:49.612666,2025-08-24 10:22:45.413425,IXC,VT-A104,CRJ200,3.83475818667522,2.951718183243698,158.9300126503943,7,6,158.9300126503943,61,31.363475143317725
SG7116-257,SG7116,SG,2025-08-24 07:44:04.922954,2025-08-24 10:31:55.663510,IXC,VT-A114,A320,9.997707385171864,6.480579255914612,167.8456759308829,7,6,167.8456759308829,61,31.363475143317725
S23540-39,S23540,S2,2025-08-24 07:44:29.041083,2025-08-24 09:55:53.738765,AMD,VT-A102,A330,3.4591757847319062,7.394440588588459,131.41162803195368,7,6,131.41162803195368,61,58.021362262398725
UK2966-374,UK2966,UK,2025-08-24 07:44:38.106221,2025-08-24 09:27:18.373077,JAI,VT-A111,B777,10.56887631038856,11.61391792994573,102.67111426762877,7,6,102.67111426762877,61,31.363475143317725
6E6054-88,6E6054,6E,2025-08-24 07:45:32.316975,2025-08-24 08:56:56.024117,COK,VT-A107,CRJ200,0.0,2.44687280613959,71.39511902762797,7,6,71.39511902762797,61,31.363475143317725
6E6702-159,6E6702,6E,2025-08-24 07:45:32.385602,2025-08-24 09:51:48.872779,AMD,VT-A113,B777,10.115353210239096,14.693208023220894,126.27478629077035,7,6,126.27478629077035,61,31.363475143317725
SG3507-788,SG3507,SG,2025-08-24 07:45:56.222067,2025-08-24 08:46:43.613840,BLR,VT-A117,B777,15.88979447361822,23.96799969734399,60.789862887887786,7,6,60.789862887887786,61,31.363475143317725
UK9755-238,UK9755,UK,2025-08-24 07:46:46.340835,2025-08-24 10:33:14.249105,IXC,VT-A100,ATR72,21.266351078262485,19.58893032728983,166.46513783340419,7,6,166.46513783340419,61,31.363475143317725
SG6004-261,SG6004,SG,2025-08-24 07:46:53.148185,2025-08-24 08:46:53.623348,MAA,VT-A108,CRJ200,10.757708430062742,14.798038003244308,60.00791938284896,7,6,60.00791938284896,61,31.363475143317725
UK5195-948,UK5195,UK,2025-08-24 07:47:16.307711,2025-08-24 09:16:36.702721,BLR,VT-A101,A330,0.0,4.792659806493075,89.3399168258726,7,6,89.3399168258726,61,31.363475143317725
9W3083-614,9W3083,9W,2025-08-24 07:47:21.490632,2025-08-24 10:04:26.554696,IXC,VT-A106,CRJ200,0.0,6.6603809635838696,137.08440106001828,7,6,137.08440106001828,61,31.363475143317725
9W8762-372,9W8762,9W,2025-08-24 07:47:24.596252,2025-08-24 09:12:19.318414,MAA,VT-A117,B737,12.167333939222907,7.412587478860185,84.91203602906863,7,6,84.91203602906863,61,31.363475143317725
9W9222-215,9W9222,9W,2025-08-24 07:47:56.201799,2025-08-24 10:00:57.264048,DEL,VT-A115,B777,0.0,2.5190920922009057,133.01770414546942,7,6,133.01770414546942,61,31.363475143317725
I55011-534,I55011,I5,2025-08-24 07:48:00.587221,2025-08-24 08:50:31.213429,MAA,VT-A105,A330,0.0,0.3939650910392294,62.51043680267554,7,6,62.51043680267554,61,31.363475143317725
SG2031-879,SG2031,SG,2025-08-24 07:48:57.948863,2025-08-24 09:10:29.778728,MAA,VT-A101,CRJ200,16.370511224717898,6.135027160446972,81.53049774304218,7,6,81.53049774304218,61,31.363475143317725
I5780-712,I5780,I5,2025-08-24 07:49:05.247899,2025-08-24 08:51:16.837267,MAA,VT-A110,B737,8.443287976327742,8.032649235734477,62.19315613073127,7,6,62.19315613073127,61,31.363475143317725
I57348-994,I57348,I5,2025-08-24 07:49:33.742476,2025-08-24 09:55:58.368713,BOM,VT-A118,B777,0.0,5.352831542404336,126.41043727850618,7,6,126.41043727850618,61,31.363475143317725
9W6672-780,9W6672,9W,2025-08-24 07:49:48.059125,2025-08-24 09:50:16.154545,JAI,VT-A119,A330,8.379504460798824,6.321075140989435,120.46825700607536,7,6,120.46825700607536,61,31.363475143317725
UK7537-462,UK7537,UK,2025-08-24 07:54:40.244944,2025-08-24 10:10:38.899713,DEL,VT-A119,B777,15.47905710153282,17.102924409317826,135.9775794857158,7,6,135.9775794857158,61,31.363475143317725
G89369-475,G89369,G8,2025-08-24 07:57:53.208991,2025-08-24 09:16:31.852610,COK,VT-A115,A321,5.741052617219816,5.443054600007264,78.6440603163856,7,6,78.6440603163856,61,31.363475143317725
6E8122-652,6E8122,6E,2025-08-24 07:59:10.730014,2025-08-24 09:05:10.115856,MAA,VT-A101,B737,47.66822352462524,43.07913454329088,65.98976402578697,7,6,65.98976402578697,61,31.363475143317725
UK3209-352,UK3209,UK,2025-08-24 07:59:27.937358,2025-08-24 09:54:49.097228,BLR,VT-A106,B777,29.812966745329312,16.522682319094493,115.35266450018936,7,6,115.35266450018936,61,31.363475143317725
G86915-317,G86915,G8,2025-08-24 08:00:03.146247,2025-08-24 08:49:24.524378,MAA,VT-A115,CRJ200,16.16403242287016,15.855655802296788,49.35630217876241,8,6,49.35630217876241,50,31.363475143317725
